start,end,text_name,new_match,original_match,translation,original,len_translation,len_original,len_diff
18,34,the_meters_of_boethius_meter_10.txt,(18-34),(18-34),"Alas for arrogance! Why are you always pleased to bend under the weight of this cruel yoke about your neck, by your own desires? Why should you labor perpetually about these useless matters, striving to hang onto this reputation across the nation more than you should need? Though it should now happen to you that south and north the outermost earth-dwellers should highly praise you in many tongues, though any noble should be worthied with high birth and prosperity, and should be well provided with heady pride, beloved by many, heeding not death, when the Sovereign of Heaven provided him with the opportunity— yet he achieves his fortune equally important to the poor, in just the same manner, of every circumstance—  Where may be the bones of crafty Weland, of the goldsmith who most renowned of yore?","Eala, ofermodan, hwi eow a lyste mid eowrum swiran selfra willum þæt swære gioc symle underlutan? Hwy ge ymb ðæt unnet ealnig swincen, þæt ge þone hlisan habban tiliað ofer ðioda ma þonne eow þearf sie? þeah eow nu gesæle þæt eow suð oððe norð þa ytmestan eorðbuende on monig ðiodisc miclum herien, ðeah hwa æðele sie eorlgebyrdum, welum geweorðad, and on wlencum ðio, duguðum diore, deað þæs ne scrifeð, þonne him rum forlæt rodora waldend, ac he þone welegan wædlum gelice efnmærne gedeð ælces þinges. Hwær sint nu þæs wisan Welandes ban, þæs goldsmiðes, þe wæs geo mærost?",137,99,38
57,70,the_meters_of_boethius_meter_11.txt,(57-70),(57-70),"the herbs grow, the leaves turn green so that in harvest-time too it collapses and withers away: the winter brings weather immeasurably cold, swift winds—summer comes afterwards, and warmer weather—  Listen—the moon illumines the darksome night until the sun brings daylight to men throughout this broad creation— that same God has established the boundary between earth and water: the sea-currents do not dare to spread the domain of the kindred of fish over the corners of the earth without the Master’s leave, nor is it ever allowed to step over the threshold of the land, neither are the ebb-tides nor the greater flood allowed to pass beyond their frontier.","wyrta growan, leaf grenian, þæt on hærfest eft hrest and wealuwað. Winter bringeð weder ungemet cald, swifte windas. Sumor æfter cymeð, wearm gewideru. Hwæt, þa wonnan niht mona onlihteð, oððæt monnum dæg sunne bringeð giond þas sidan gesceaft. Hæfð se ilca god eorðan and wætere mearce gesette. Merestream ne dear ofer eorðan sceat eard gebrædan fisca cynne butan frean leafe, ne hio æfre ne mot eorðan þyrscwold up ofersteppan, ne ða ebban þon ma foldes mearce oferfaran moton.",109,78,31
43,56,the_meters_of_boethius_meter_11.txt,(43-56),(43-56),"So now fire and water, earth and ocean-stream, many other elements just as strong as them, throughout this wide world fight among them and although they must preserve their subservience and their cooperation faithfully.  It is not ever that alone that can easily pull wayward creation together, eternal companions, yet it is better that any of them cannot exist without the other. Yet any creature somewhat contrary must have it under the heavens so that it might dare to regulate its mind before it should become too great— the Almighty has established with all creation  that mutability that now it must abide,","Swa nu fyr and wæter, folde and lagustream, manigu oðru gesceaft efnswiðe him giond þas widan worulde winnað betweox him, and swa þeah magon hiora þegnunga and geferscipe fæste gehealdan. Nis hit no þæt an þæt swa eaðe mæg wiðerweard gesceaft wesan ætgædere symbel geferan, ac hit is sellicre þæt hiora ænig ne mæg butan oþrum bion. Ac sceal wuhta gehwilc wiðerweardes hwæthwugu habban under heofonum, þæt his hige durre gemetgian, ær hit to micel weorðe. Hæfð se ælmihtiga eallum gesceaftum ðæt gewrixle geset þe nu wunian sceal,",102,88,14
22,42,the_meters_of_boethius_meter_11.txt,(22-42),(22-42),"The All-Wielding Lord has restrained all creation with his bridle; he has done these two things—he has restrained and trained all things at once so that they may not be allowed against the mercy of the Measurer ever stop moving entirely nor ever move about more strongly than the Ward of Victories wishes to slacken the reins for them.  He has taken up the bridle of heaven and earth and the coursing seas. So has the Guardian of Heaven’s Kingdom restrained them with his authority, all of creation so that every one of them struggles against another— and though contending, they are firmly sustained. Every one embraces the other from without lest they should drift away from other.  Therefore they always must traverse their same course also which the father ordained for them from the start, and also they must become renewed— so it now varies, the ancient hand-work of the Master, that conflicting creation struggling preserves a fixed amity from here.","Hæfð se alwealda ealle gesceafta gebæt mid his bridle, hafað butu gedon, ealle gemanode and eac getogen, þæt hi ne moten ofer metodes est æfre gestillan, ne eft eallunga swiðor stirian, þonne him sigora weard his gewealdleðer wille onlæten. He hafað þe bridle butu befangen heofon and eorðan and eall holma begong. Swa hæfð geheaðærod hefonrices weard mid his anwealde ealle gesceafta, þæt hiora æghwilc wið oðer winð, and þeah winnende wreðiað fæste, æghwilc oðer utan ymbclyppeð, þy læs hi toswifen. Forðæm hi symle sculon ðone ilcan ryne eft gecyrran þe æt frymðe fæder getiode, and swa edniwe eft gewiorðan. Swa hit nu fagað, frean ealdgeweorc, þætte winnende wiðerweard gesceaft fæste sibbe forð anhealdað.",162,114,48
1,21,the_meters_of_boethius_meter_11.txt,(1-21),(1-21),"The Shaper is singular without any doubts! He is also the Sovereign of worldly creation, of heaven and earth and the high seas, and all of those that abide in there, and the unseen things just the same, those that we look upon with our eyes— of all created things—he is the Almighty, him who all creation tries to please, which knows anything about his service or else as well does not know anything— that they are servants of this Prince: he established our morality and customs for us unchanging in all of creation, enduring in natural accord.  Whenever he wants, whatever he wants, as long as he wants, it must be that way— so it must abide forwards into the world as well, therefore always the unstill things of worldly creation cannot become becalmed, diverted from their course which the Warden of the Skies has established for every one of them in an orderly manner.","An sceppend is butan ælcum tweon. Se is eac wealdend woruldgesceafta, heofones and eorðan and heare sæ and ealra þara þe ðær in wuniað, ungesæwenlicra, and eac swa same ðara ðe we eagum on lociað, ealra gesceafta. Se is ælmihtig, þæm oleccað ealle gesceafte þe þæs ambehtes awuht cunnon, ge eac swa same þa ðæs auht nyton þæt hi þæs ðeodnes þeowas sindon. Se us gesette sido and þeawas, eallum gesceaftum unawendende, singallice sibbe gecynde, þa þa he wolde, þæt þæt he wolde, swa lange swa he wolde þæt hit wesan sceolde. Swa hit eac to worulde sceal wunian forð, forþæm æfre ne magon þa unstillan woruldgesceafta weorðan gestilde, of ðæm ryne onwend ðe him rodera weard endebyrdes eallum gesette.",156,120,36
22,32,the_meters_of_boethius_meter_12.txt,(22-32),(22-32),"You could also understand more plainly, much more easily, true happiness in your inner mind  and come afterwards to your homeland, if you pull up very first of all from your mind-locker, lacking happiness, and root out these things,  just as the land’s churl from his field plucks out many harmful weeds— afterwards I say to you that you could plainly  understand true happiness at once if you never cared for any matter above these alone if you perceive them entirely.","þu meaht eac mycle þy eð on modsefan soða gesælða sweotolor gecnawan, and to heora cyððe becuman siððan, gif þu up atyhsð ærest sona and ðu awyrtwalast of gewitlocan leasa gesælða, swa swa londes ceorl of his æcere lycð yfel weod monig. Siððan ic ðe secge þæt þu sweotole meaht soða gesælða sona oncnawan, and þu æfre ne recst æniges ðinges ofer þa ane, gif þu hi ealles ongitst.",81,69,12
1,10,the_meters_of_boethius_meter_12.txt,(1-10),(1-10),"He who wishes to work the blossom-bearing land, should pull up from the fields very first of all the ferns and the thorns and the furzes all the same—  those weeds that generally wish to do harm to the clean wheat—lest he should remain lacking shoots on that land.  This other example is equally necessary for all of the people, that is it seems to every thane that the comb of the honey is twice as sweet  if he tastes a droplet of bitterness","Se þe wille wyrcan wæstmbære lond, atio of ðæm æcere ærest sona fearn and þornas and fyrsas swa same, wiod þa þe willað welhwær derian clænum hwæte, þy læs he ciða leas licge on ðæm lande. Is leoda gehwæm ðios oðru bysen efnbehefu, þæt is, þætte ðynceð þegna gehwelcum huniges bibread healfe þy swetre, gif he hwene ær huniges teare",84,60,24
11,21,the_meters_of_boethius_meter_12.txt,(11-21),(11-21),"a little before. Every man will be also find the pleasant weather much the fairer  if the storms assail him a little before and the stark winds from the north and the east.  The day seemed to no one so grateful if the dim night had not brought its terror before over men! So true felicity seems  to every one of the earth-dwellers always the better and the more winsome when he endures more tribulations,   a harder affliction here.","bitres onbyrgeð. Bið eac swa same monna æghwilc micle þy fægenra liðes weðres, gif hine lytle ær stormas gestondað and se stearca wind norðan and eastan. Nænegum þuhte dæg on þonce, gif sio dimme niht ær ofer eldum egesan ne brohte. Swa þincð anra gehwæm eorðbuendra sio soðe gesælð symle ðe betere and þy wynsumre, þe he wita ma, heardra henða, her adreogeð.",79,63,16
64,80,the_meters_of_boethius_meter_13.txt,(64-80),(64-80),"Just as every creature with all its might strives and hurries throughout this wide world— with all its might it always bends as well against its nature, coming back to it, when it can.  There is not now any creature upon the earth that may not wish to go, that wishes to come, unto that habitation that will occur when there is tranquility and eternal rest, where there is clearly Almighty God!  There is not now any creature upon the earth that may not turn just like the wheel does upon itself, because it revolves so so that it comes again where it was before.  When it should be first turned around from without then it all becomes rotated from without— it must do again what it did before and also become what it was before.","Swa swa ælc gesceaft ealle mægene geond ðas widan woruld wrigað and higað, ealle mægene eft symle onlyt, wið his gecyndes cymð to, ðonne hit mæg. Nis nu ofer eorðan ænegu gesceaft þe ne wilnie þæt hio wolde cuman to þam earde þe hio of becom; þæt is orsorgnes and ecu rest, þæt is openlice ælmihti god. Nis nu ofer eorðan ænegu gesceaft þe ne hwearfige, swa swa hweol deð, on hire selfre. Forðon hio swa hwearfað, þæt hio eft cume þær hio æror wæs; þonne hio ærest sie utan behwerfed, þonne hio ealles wyrð utan becerred, hio sceal eft don þæt hio ær dyde, and eac wesan þæt hio æror wæs.",136,112,24
1,17,the_meters_of_boethius_meter_13.txt,(1-17),(1-17),"I want to, with these songs, reveal further how the Almighty encourages all creation with his bridle, bending them where he wishes with his power, arranged into order wonderfully well regulated  he has restrained them so, the Sovereign of Heaven, encompassed all creation from without, up the whole thing in his bonds, so that they cannot devise to slip themselves ever from his grip—  Although every creature presses on, leaning upon broad creation, bent down strongly against its own true nature which the King of Angels, the Father at the start determined for them:  so now every thing strives for that place, all of broad creation, except for certain angels and mankind, who many of them dwelling in the world struggle too greatly against their nature.","Ic wille mid giddum get gecyðan hu se ælmihtga ealla gesceafta bryrð mid his bridlum, begð ðider he wile mid his anwalde, ge endebyrd wundorlice wel gemetgað. Hafað swa geheaðorad heofona wealdend, utan befangen ealla gesceafta, geræped mid his racentan, þæt hi aredian ne magon þæt hi hi æfre him of aslepen; and þeah wuhta gehwilc wrigað toheald sidra gesceafta, swiðe onhelded wið þæs gecyndes þe him cyning engla, fæder æt frymðe, fæste getiode. Swa nu þinga gehwilc ðiderweard fundað sidra gesceafta, buton sumum englum and moncynne, þara micles to feola woroldwuniendra winð wið gecynde.",126,95,31
18,39,the_meters_of_boethius_meter_13.txt,(18-39),(18-39),"Though you encounter a lion on land, a winsome creature, well tamed, greatly loving its magister and also dreading him every day,  if it ever happens that she tastes any blood, no man need to imagine the outcome, that she will hold onto her tameness afterwards, yet I suppose that she will remember nothing  of her new-found tameness— yet she wishes to adopt the wild customs of her forefathers, beginning in earnest to tear at her reins, roaring, growling and first devours the guardian  of her own house and quickly afterwards every man that she can seize. She wishes not to give up any creature, cattle or man, alive. She takes all that she can find!  As do the wild birds—although they may be well and properly tamed, if they happen upon a tree in the midst of the forest, quickly they are renouncing their trainers who have instructed and tamed them for a long time.","þeah nu on londe leon gemete, wynsume wiht wel atemede, hire magister miclum lufige, and eac ondræde dogora gehwelce, gif hit æfre gesælð þæt hio æniges blodes onbyrgeð, ne ðearf beorna nan wenan þære wyrde þæt hio wel siððan hire taman healde, ac ic tiohhie þæt hio ðæs niwan taman nauht ne gehicgge, ac ðone wildan gewunan wille geþencan hire eldrena; onginð eorneste racentan slitan, ryn, grymetigan, and ærest abit hire agenes huses hirde, and hraðe siððan hæleða gehwilcne þe hio gehentan mæg. Nele hio forlætan libbendes wuht, neata ne monna, nimð eall þæt hio fint. Swa doð wudufuglas; þeah hi wel sien, tela atemede, gif hi on treowum weorðað holte tomiddes, hræðe bioð forsewene heora lareowas, þe hi lange ær tydon and temedon. Hi on treowum wilde",156,128,28
53,63,the_meters_of_boethius_meter_13.txt,(53-63),(53-63),"although you should bend every bough to the earth, it will still be upright, so you leave it alone, the wood in their will, going according to their nature—  So does the sun as well, when she goes downwards after mid-day, the glorious candles moves ahead on its descent, an unfamiliar course, venturing nightly northwards and eastwards too,  showing herself to humans, bringing morning shining bright for earth-dwellers— she clambers up over mankind always upwards until she comes again to where her highest home is suitable.","þeah ðu hwilcne boh byge wið eorðan, he bið upweardes, swa ðu an forlætst widu on willan, went on gecynde. Swa deð eac sio sunne, þonne hio on sige weorðeð, ofer midne dæg, merecondel scyfð on ofdæle, uncuðne weg nihtes geneðeð, norð eft and east; eldum oteweð, brencð eorðwarum morgen meretorhtne. Hio ofer moncyn stihð a upweardes, oð hio eft cymeð þær hire yfemesð bið eard gecynde.",86,67,19
40,52,the_meters_of_boethius_meter_13.txt,(40-52),(40-52),"They live from that time in their wild original nature in the trees by their desire, though any of their trainers wished to offer them pleasingly that same meat that he urged them with before to become tame.  Those branches seem even so delightful so that they don’t care for their meat, it seems to them so much more pleasant that the forest echoes for them when they hear it resounding  with the voices of other birds— they are stirred by their own call: they are chiming all together, singing very pleasantly, the woods all echoing!  So it is for every tree, that is its true nature to grow highest in the forest,","ealdgecynde a forð siððan willum wuniað, þeah him wolde hwilc heora lareowa listum beodan þone ilcan mete þe he hi æror mid tame getede. Him þa twigu þincað emne swa merge þæt hi þæs metes ne recð, ðincð him to ðon wynsum þæt him se weald oncwyð; þonne hi geherað hleoðrum brægdan oðre fugelas, hi heora agne stefne styriað; stunað eal geador welwynsum sanc, wudu eallum oncwyð. Swa bið eallum treowum þe him on æðele bið þæt hit on holte hyhst geweaxe;",113,82,31
0,0,the_meters_of_boethius_meter_14.txt,(0-0),,"How will the miser be better in his mind than the wealthy? Though he owns much gold and gemstones and every sort of good— possessions uncountable—and one must plough for him a thousand acres every day.  Though all of middle-earth and mankind may be in his control under the sun, south and west and east all subjugated, nor may he conduct these treasures hence from this world, no more at all  these hoarded treasures— no more than he brought here."," Hwæt bið ðæm welegan woruldgitsere on his mode ðe bet, þeah he micel age goldes and gimma and gooda gehwæs, æhta unrim, and him mon erigen scyle æghwelce dæg æcera ðusend, ðeah ðes middangeard and þis manna cyn sy under sunnan suð, west and east his anwalde eall underðieded? Ne mot he þara hyrsta hionane lædan of ðisse worulde wuhte þon mare, hordgestreona, ðonne he hiðer brohte. ",80,67,13
0,0,the_meters_of_boethius_meter_15.txt,(0-0),,"Though the evil and unrighteous King Nero now decked himself in new, lovely clothes, wonderfully adorned in gold and kinds of gems— though he was in this world among wise men in his life-days hated and despised, filled with criminal lusts. Yet, the fiend nevertheless honored the cherished ones among his entourage!  Nor can I imagine even so, why he needed in his heart to be always the better— though they for some time should choose without skill the most foolish king, they were not so honorable among any wise men— though the foolish one made himself king, how can the reasonable man reckon that he should be or seem any better?"," ðeah hine nu se yfela unrihtwisa Neron cynincg niwan gescerpte wlitegum wædum wundorlice, golde geglengde and gimcynnum, þeah he wæs on worulde witena gehwelcum on his lifdagum lað and unweorð, fierenfull. Hwæt, se feond swa ðeah his diorlingas duguðum stepte. Ne mæg ic þeah gehycgan hwy him on hige þorfte a ðy sæl wesan; þeah hi sume hwile gecure butan cræftum cyninga dysegast, næron hy ðy weorðran witena ænegum. ðeah hine se dysega do to cyninge, hu mæg þæt gesceadwis scealc gereccan þæt he him ðy selra sie oððe þince? ",112,90,22
0,0,the_meters_of_boethius_meter_16.txt,(0-0),,"He who wishes to hold power— then he must first strive that he should own himself in the soul, power within, lest he ever should be subjected entirely to his vices.  He should banish from his mind many things, those distractions that are not useful to him— he should permit for some time singular grief and his own miseries.  Though all may be given into one’s possession in this middle-earth, just as the sea-currents encompass us from without—  even so wide just as the westernmost island lies alone out in the spear-waves where no one will be on a summer’s night  nor any creature any more on a winter’s day distinguished by the time, that is called Thule— though who of them now  should control it that island entirely and also from there unto the Indies eastwards— though he may be allowed to own all that—why  should his power be anything the greater if he did not possess afterwards control of himself in his own inward thought  and resolutely does not watch over himself well in words and in deeds against those faults that we speak about."," Se þe wille anwald agon, ðonne sceal he ærest tilian þæt he his selfes on sefan age anwald innan, þy læs he æfre sie his unþeawum eall underðyded, ado of his mode mislicra fela þara ymbhogona þe him unnet sie, læte sume hwile siofunga ana ermða sinra. þeah him eall sie þes middangeard, swa swa merestreamas utan belicgað, on æht gifen, efne swa wide swa swa westmest nu an iglond ligð ut on garsecg, þær nængu bið niht on sumera ne wuhte þon ma on wintra dæg toteled tidum, þæt is Tile haten; þeah nu anra hwa ealles wealde þæs iglandes, and eac þonan oð Indeas eastewearde; þeah he nu þæt eall agan mote, hwy bið his anwald auhte ðy mara, gif he siððan nah his selfes geweald ingeðances, and hine eorneste wel ne bewarenað wordum and dædum wið ða unþeawas þe we ymb sprecað? ",187,145,42
1,15,the_meters_of_boethius_meter_17.txt,(1-15),(1-15),"Okay—all earth-dwellers, citizens of the land, have their original likeness— they all come from one of two, man and woman within the world and they also come into the world now like everyone yet, proud or humble.  No miracle about it—because all know that is God is unique of all creation, the Master of Mankind, the Father and Shaper— The light of the sun given from heaven, to the moon and these famous stars— that shaped men upon the earth and gathered soul into body— first at the start people under the skies made every man just as noble—","Hwæt, eorðwaran ealle hæfden, foldbuende, fruman gelicne; hi of anum twæm ealle comon, were and wife, on woruld innan, and hi eac nu get ealle gelice on woruld cumað, wlance and heane. Nis þæt nan wundor, forðæm witan ealle þæt an god is ealra gesceafta, frea moncynnes, fæder and scippend. Se ðære sunnan leoht seleð of heofonum, monan and þyssum mærum steorrum. Se milda metod gesceop men on eorðan, and gesamnade sawle to lice æt fruman ærest, folc under wolcnum emnæðele gesceop æghwilcne mon.",99,84,15
16,30,the_meters_of_boethius_meter_17.txt,(16-30),(16-30),"Why should you all consider yourselves superior over all other men without any good cause, now that you all compares yourselves with the ignoble? Why should you heave yourselves up for your lineage? Now that every man has in his mind those true qualities that I am accounting for— not at all in the flesh of earth-dwellers.  Yet now every man who is subjected among all to his vices, he abandons first the original condition of life and his own lineage itself and also that father who made him at the start— therefore Almighty God degrades him so that he becomes ignoble thenceforth in the world—he never arrives at glory!","Hwy ge þonne æfre ofer oðre men ofermodigen buton andweorce, nu ge unæðelne nænigne metað? Hwy ge eow for æþelum up ahebben, nu on þæm mode bið monna gehwilcum þa rihtæþelo þe ic ðe recce ymb, nales on ðæm flæsce foldbuendra? Ac nu æghwilc mon þe mid ealle bið his unþeawum underðieded, he forlæt ærest lifes frumsceaft and his agene æþelo swa selfe, and eac þone fæder þe hine æt fruman gesceop. Forðæm hine anæþelað ælmihtig god, þæt he unæþele a forð þanan wyrð on weorulde, to wuldre ne cymð.",110,90,20
0,0,the_meters_of_boethius_meter_18.txt,(0-0),,"Lo—the evil unrighteous one does his wrathful desire, fornications— so that he troubles the mind of every one among all of mankind! Listen, the wild bee, though it be wise, necessarily it must perish entirely if it stings anything in anger—  So must any soul fail afterwards if its body-home becomes defiled with unrightful fornication, unless penitence comes earlier to his heart before he carries on hence."," Eala ðæt se yfla unrihta gedeð wraða willa wohhæmetes, þæt he mid ealle gedræfð anra gehwylces monna cynnes mod fulneah ðon. Hwæt, sio wilde beo, þeah wis sie, anunga sceal eall forweorðan gif hio yrringa awuht stingeð. Swa sceal sawla gehwilc siððan losian, gif se lichoma forlegen weorðeð unrihthæmede, bute him ær cume hreow to heortan, ær he hionan wende. ",67,60,7
15,27,the_meters_of_boethius_meter_19.txt,(15-27),(15-27),"Whether you all now should desire to go a-hunting with hounds upon the salty seas when you want to find harts and hinds? You could consider that you all would find them in the woods a great deal more often than out on the sea! Is that so amazing that we all know this? That one must seek by the sea-shore and by the river-banks noble gemstones, white and red and every other color too? Listen! They also know where they need to seek the water-fishes & so much other worldly wealth: They do that well, those men eager to gain, every year!","Hwæþer ge nu willen wæþan mid hundum on sealtne sæ, þonne eow secan lyst heorotas and hinda? þu gehicgan meaht þæt ge willað ða on wuda secan oftor micle þonne ut on sæ. Is ðæt wundorlic, þæt we witan ealle, þæt mon secan sceal be sæwaroðe and be eaofrum æþele gimmas, hwite and reade and hiwa gehwæs. Hwæt, hi eac witon hwær hi eafiscas secan þurfan, and swylcra fela weoruldwelena; hi þæt wel doð, geornfulle men, geara gehwilce.",103,78,25
28,36,the_meters_of_boethius_meter_19.txt,(28-36),(28-36),"Yet that is the most wretched of all matters that those foolish men have become in their errors even as blind to not be able to easily recognize in their own breast where the eternal good, the felicity of truth, must be hidden: therefore they do not ever wish to chase after it, to seek these prosperities: the dullards never think that they could find life among all these loaned goods, the felicity of truth—that is God himself!","Ac ðæt is earmlicost ealra þinga þæt þa dysegan sint on gedwolan wordene, efne swa blinde þæt hi on breostum ne magon eaðe gecnawan hwær þa ecan good, soða gesælða, sindon gehydda. Forþæm hi æfre ne lyst æfter spyrian, secan þa gesælða. Wenað samwise þæt hi on ðis lænan mægen life findan soða gesælða, þæt is selfa god.",78,58,20
37,47,the_meters_of_boethius_meter_19.txt,(37-47),(37-47),"I know not how I might be able to condemn so strongly these foolish men for anything inside my heart, as I desire to do, nor can I speak to you very clearly, because they are more miserable and also more foolish, more unblessed than I might be able to say to you: they wish for wealth and possessions and honor in order to be surpassing—then they consider that their mind seek after them, believing then, so witless, that they have these true prosperities!","Ic nat hu ic mæge nænige ðinga ealles swa swiðe on sefan minum hiora dysig tælan swa hit me don lysteð, ne ic þe swa sweotole gesecgan ne mæg, forðæm hi sint earmran and eac dysegran, ungesæligran, þonne ic þe secgan mæge. Hi wilniað welan and æhta and weorðscipes to gewinnanne; þonne hi habbað þæt hiora hige seceð, wenað þonne swa gewitlease ðæt hi þa soðan gesælða hæbben.",84,68,16
1,14,the_meters_of_boethius_meter_19.txt,(1-14),(1-14),"Alas! How burdensome to be a foolish man— think what he will—and so dangerous among any human, so that those wretched people are led into error in everything, sent astray at once from the rightful course: whether you all should wish to seek in the woods red gold among the green trees? I know nonetheless that none of these advisers would not seek it there because there it does not grow, nor among the vineyards would they seek the lovely gemstones— why do you all not build upon some mountain your fish-weirs when you wish to catch a salmon or a kipper? It seems to me most likely that every sensible earth-dweller should know that they are not up there!","Eala, þæt is hefig dysig, hygeð ymbe se ðe wile, and frecenlic fira gehwilcum þæt ða earman men mid ealle gedwæleð, of ðæm rihtan wege recene alæded. Hwæðer ge willen on wuda secan gold ðæt reade on grenum triowum? Ic wat swa ðeah þæt hit witena nan þider ne seceð, forðæm hit þær ne wexð, ne on wingeardum wlitige gimmas. Hwy ge nu ne settan on sume dune fiscnet eowru, þonne eow fon lysteð leax oððe cyperan? Me gelicost ðincð þætte ealle witen eorðbuende þoncolmode ðæt hi þær ne sint.",120,90,30
0,0,the_meters_of_boethius_meter_2.txt,(0-0),,"Listen! One time long ago I sang many songs heartily— but now I am a wretched outcast lamenting troubled by my own wailing. I must sing painful tunes.  I have suppressed my sighing and my sobs and so I cannot compose so completely these songs, though I have been allowed to set down  many truthful refrains in former times, when I was happier. Often I completely fail to speak clearly and at times my words are found too rough.  These worldly blessings enjoyed by all have abandoned me, foolish and blinded in this darksome hole,  and then I was robbed of counsel and comfort for their treachery of this world, which I always trusted in the most.  They turned their bitter backs to me, and their bliss turned away from me. Why do you wish, my worldly friend,  to say and to sing that I was a blessed man in this existence? These words are not true, and these boons can not always abide."," Hwæt, ic lioða fela lustlice geo sanc on sælum, nu sceal siofigende, wope gewæged, wreccea giomor, singan sarcwidas. Me þios siccetung hafað agæled, ðes geocsa, þæt ic þa ged ne mæg gefegean swa fægre, þeah ic fela gio þa sette soðcwida, þonne ic on sælum wæs. Oft ic nu miscyrre cuðe spræce, and þeah uncuðre ær hwilum fond. Me þas woruldsælða welhwæs blindne on ðis dimme hol dysine forlæddon, and me þa berypton rædes and frofre for heora untreowum, þe ic him æfre betst truwian sceolde. Hi me to wendon heora bacu bitere, and heora blisse from. Forhwam wolde ge, weoruldfrynd mine, secgan oððe singan þæt ic gesællic mon wære on weorulde? Ne synt þa word soð, nu þa gesælða ne magon simle gewunigan. ",164,124,40
222,233,the_meters_of_boethius_meter_20.txt,(222-233),(222-233),"It will be so far beneath itself as well, when it admires and delights in the earthly matters of this transient place, over its eternal good. Listen! You, Eternal God, gave this home to all souls in heaven—supplying valuable and generous gifts, God Almighty, according to the merits of every one— all of them shining through the illuminated night, clear in the heavens, however not all of them are evenly bright. Listen! we have often seen in lucid nights that the heavenly stars do not all shine so equally bright.","hio bið swiðe fior hire selfre beneoðan, þonne hio þæs lænan lufað and wundrað eorðlicu þing ofer ecne ræd. Hwæt, þu, ece god, eard forgeafe saulum on heofonum, selest weorðlica ginfæsta gifa, god ælmihtig, be geearnunga anra gehwelcre. Ealle hi scinað ðurh þa sciran neaht hadre on heofonum, na hwæðre þeah ealle efenbeorhte. Hwæt, we oft gesioð hadrum nihtum þætte heofonsteorran ealle efenbeorhte æfre ne scinað.",90,66,24
272b,281,the_meters_of_boethius_meter_20.txt,(272b-281),(272b-281),"Listen! You do it softly, that they are allowed to see you yourself—you are the start and the end of all matters—listen! You, Father of Angels, sustain all things easily without travail— you are your own way and the leader as well of every living thing and the lovely place that the way extends that to all the men of this earth who hasten to you in that famous creation.","Hwæt, þu softe gedest þæt hi ðe selfne gesion moten. þu eart eallra þinga, þeoda waldend, fruma and ende. Hwæt, þu, fæder engla, eall þing birest eðelice buton geswince. þu eart selfa weg and latteow eac lifgendra gehwæs, and sio wlitige stow þe se weg to ligð, þe ealle to a fundiað men of moldan on þa mæran gesceaft.",70,59,11
128,141,the_meters_of_boethius_meter_20.txt,(128-141),(128-141),"although it destroys any other entirely without the permission that established this life in us— that is the eternal and the almighty! Earth is heavier than the rest of creation, more thickly compacted, because it has stood for a long time in all creation most underneath without the sky, which circles outside every day, spacious creation, and though it does not ever touch the earth, nor is it allowed to go forward nearer the other place­— it passes around from over and under, equally necessary upon every side—","þeah hit wið ealla sie eft gemenged weoruldgesceafta, þeah waldan ne mot þæt hit ænige eallunga fordo butan þæs leafe þe us þis lif tiode, þæt is se eca and se ælmihtga. Eorðe is hefigre oðrum gesceaftum, þicre geþuren, forðæm hio þrage stod ealra gesceafta under niðemæst, buton þæm rodere, þe þas ruman gesceaft æghwylce dæge utan ymbhwyrfeð, and þeah þære eorðan æfre ne oðrineð, ne hire on nanre ne mot near þonne on oðre stowe gestæppan; striceð ymbutan ufane and neoðane, efenneah gehwæðer.",88,84,4
117,127,the_meters_of_boethius_meter_20.txt,(117-127),(117-127),"Nor does it seem to me that the wonder is any lesser that this earth and the flowing stream (such a cold creation!) can wipe out them entirely without any craft, what sticks inside of him, the fire, put together with the skill of the Lord—that is his own craft, the watery streams, the seas and the earth, and also the sky above and even just the same upwards over the heavens— then is the native place of fire rightfully, its home above all others of visible creation throughout this broad ground—","Ne þincð me þæt wundur wuhte þe læsse þæt ðios eorðe mæg and egorstream, swa ceald gesceaft, cræfta nane ealles adwæscan þæt þæt him on innan sticað fyres gefeged mid frean cræfte. þæt is agen cræft eagorstreames, wætres and eorþan, and on wolcnum eac, and efne swa same uppe ofer rodere. þonne is þæs fyres frumstol on riht, eard ofer eallum oðrum gesceaftum gesewenlicum geond þisne sidan grund;",92,68,24
